1.000000000000000000e+00	1.600000000000000000e+01	1.000000000000000000e+02	1.190210000000000018e-01	3.879999999999999985e-04	1.021999999999999905e-03	3.040000000000000167e-04
1.000000000000000000e+00	1.600000000000000000e+01	1.000000000000000000e+03	4.212400000000000172e-02	2.834000000000000147e-03	1.017099999999999949e-02	2.631999999999999791e-03
1.000000000000000000e+00	1.600000000000000000e+01	5.000000000000000000e+03	8.601200000000000512e-02	1.382700000000000075e-02	5.198699999999999849e-02	1.364800000000000041e-02
1.000000000000000000e+00	1.600000000000000000e+01	1.000000000000000000e+04	1.414630000000000054e-01	2.841000000000000122e-02	1.040989999999999971e-01	2.762099999999999972e-02
1.000000000000000000e+00	1.600000000000000000e+01	2.000000000000000000e+04	2.465219999999999911e-01	5.357200000000000156e-02	2.103019999999999889e-01	5.552200000000000191e-02
1.000000000000000000e+00	3.200000000000000000e+01	1.000000000000000000e+02	3.654500000000000109e-02	5.810000000000000277e-04	4.643000000000000425e-03	1.613000000000000067e-03
1.000000000000000000e+00	3.200000000000000000e+01	1.000000000000000000e+03	7.997799999999999354e-02	8.007999999999999494e-03	4.795399999999999663e-02	1.678800000000000084e-02
1.000000000000000000e+00	3.200000000000000000e+01	5.000000000000000000e+03	2.752939999999999832e-01	4.048700000000000215e-02	2.415190000000000115e-01	8.734400000000000497e-02
1.000000000000000000e+00	3.200000000000000000e+01	1.000000000000000000e+04	5.256530000000000369e-01	8.135699999999999876e-02	4.754289999999999905e-01	1.773419999999999996e-01
1.000000000000000000e+00	3.200000000000000000e+01	2.000000000000000000e+04	9.990010000000000279e-01	1.672549999999999870e-01	9.531279999999999752e-01	3.499470000000000081e-01
1.000000000000000000e+00	6.400000000000000000e+01	1.000000000000000000e+02	6.183799999999999714e-02	3.129999999999999970e-03	2.208399999999999946e-02	1.067500000000000046e-02
1.000000000000000000e+00	6.400000000000000000e+01	1.000000000000000000e+03	2.570660000000000167e-01	3.034299999999999845e-02	2.236849999999999949e-01	1.084289999999999976e-01
1.000000000000000000e+00	6.400000000000000000e+01	5.000000000000000000e+03	1.148989999999999956e+00	1.485859999999999959e-01	1.113750000000000018e+00	5.457790000000000141e-01
1.000000000000000000e+00	6.400000000000000000e+01	1.000000000000000000e+04	2.261150000000000215e+00	3.044009999999999772e-01	2.219050000000000189e+00	1.068389999999999951e+00
1.000000000000000000e+00	6.400000000000000000e+01	2.000000000000000000e+04	4.485109999999999708e+00	5.970180000000000486e-01	4.435150000000000148e+00	2.134329999999999838e+00
1.000000000000000000e+00	1.280000000000000000e+02	1.000000000000000000e+02	1.663370000000000126e-01	1.041599999999999991e-02	1.331019999999999981e-01	7.697500000000000175e-02
1.000000000000000000e+00	1.280000000000000000e+02	1.000000000000000000e+03	1.360659999999999981e+00	1.102230000000000015e-01	1.331290000000000084e+00	7.710449999999999804e-01
1.000000000000000000e+00	1.280000000000000000e+02	5.000000000000000000e+03	7.055100000000000371e+00	5.060639999999999583e-01	6.636689999999999756e+00	3.850969999999999782e+00
1.000000000000000000e+00	1.280000000000000000e+02	1.000000000000000000e+04	1.333029999999999937e+01	9.938649999999999984e-01	1.325910000000000011e+01	7.698509999999999742e+00
1.000000000000000000e+00	1.280000000000000000e+02	2.000000000000000000e+04	2.660429999999999851e+01	1.986669999999999936e+00	2.655199999999999960e+01	1.539729999999999954e+01
2.000000000000000000e+00	1.600000000000000000e+01	1.000000000000000000e+02	1.237329999999999958e-01	3.289999999999999739e-04	1.020000000000000073e-03	7.699999999999999597e-04
2.000000000000000000e+00	1.600000000000000000e+01	1.000000000000000000e+03	4.244499999999999662e-02	2.869000000000000022e-03	1.022099999999999918e-02	1.992999999999999980e-03
2.000000000000000000e+00	1.600000000000000000e+01	5.000000000000000000e+03	8.522399999999999420e-02	1.357700000000000053e-02	5.217399999999999816e-02	7.774999999999999793e-03
2.000000000000000000e+00	1.600000000000000000e+01	1.000000000000000000e+04	1.413959999999999939e-01	2.846299999999999872e-02	1.044189999999999979e-01	1.505399999999999967e-02
2.000000000000000000e+00	1.600000000000000000e+01	2.000000000000000000e+04	2.453269999999999895e-01	5.383000000000000285e-02	2.069789999999999963e-01	2.959699999999999831e-02
2.000000000000000000e+00	3.200000000000000000e+01	1.000000000000000000e+02	3.756999999999999923e-02	5.940000000000000184e-04	4.740000000000000289e-03	1.649000000000000075e-03
2.000000000000000000e+00	3.200000000000000000e+01	1.000000000000000000e+03	8.211200000000000443e-02	7.945999999999999938e-03	4.862500000000000155e-02	9.652000000000000857e-03
2.000000000000000000e+00	3.200000000000000000e+01	5.000000000000000000e+03	2.752539999999999987e-01	4.012199999999999794e-02	2.412150000000000127e-01	4.546800000000000147e-02
2.000000000000000000e+00	3.200000000000000000e+01	1.000000000000000000e+04	5.210569999999999924e-01	8.260800000000000087e-02	4.847719999999999807e-01	9.011399999999999966e-02
2.000000000000000000e+00	3.200000000000000000e+01	2.000000000000000000e+04	1.002240000000000020e+00	1.620340000000000114e-01	9.688710000000000377e-01	1.788180000000000047e-01
2.000000000000000000e+00	6.400000000000000000e+01	1.000000000000000000e+02	5.163999999999999840e-02	3.173000000000000039e-03	1.838899999999999910e-02	6.296000000000000381e-03
2.000000000000000000e+00	6.400000000000000000e+01	1.000000000000000000e+03	2.211690000000000045e-01	3.032299999999999926e-02	1.870259999999999978e-01	5.587199999999999805e-02
2.000000000000000000e+00	6.400000000000000000e+01	5.000000000000000000e+03	9.673389999999999489e-01	1.509179999999999966e-01	9.297999999999999599e-01	2.752669999999999839e-01
2.000000000000000000e+00	6.400000000000000000e+01	1.000000000000000000e+04	2.059870000000000090e+00	3.291330000000000089e-01	1.898360000000000047e+00	5.438070000000000404e-01
2.000000000000000000e+00	6.400000000000000000e+01	2.000000000000000000e+04	3.759549999999999947e+00	5.868120000000000003e-01	3.705449999999999910e+00	1.078140000000000098e+00
2.000000000000000000e+00	1.280000000000000000e+02	1.000000000000000000e+02	1.327679999999999971e-01	9.939999999999999183e-03	9.864799999999999958e-02	3.939999999999999752e-02
2.000000000000000000e+00	1.280000000000000000e+02	1.000000000000000000e+03	1.022580000000000044e+00	1.069159999999999971e-01	9.901529999999999498e-01	3.871939999999999826e-01
2.000000000000000000e+00	1.280000000000000000e+02	5.000000000000000000e+03	4.962379999999999569e+00	4.796579999999999733e-01	4.933449999999999669e+00	1.929100000000000037e+00
2.000000000000000000e+00	1.280000000000000000e+02	1.000000000000000000e+04	9.920389999999999375e+00	9.617550000000000265e-01	9.887259999999999494e+00	3.857720000000000038e+00
2.000000000000000000e+00	1.280000000000000000e+02	2.000000000000000000e+04	1.976150000000000162e+01	1.917829999999999924e+00	1.974050000000000082e+01	7.716120000000000090e+00
4.000000000000000000e+00	1.600000000000000000e+01	1.000000000000000000e+02	3.248000000000000193e-02	3.289999999999999739e-04	1.016999999999999892e-03	1.649000000000000075e-03
4.000000000000000000e+00	1.600000000000000000e+01	1.000000000000000000e+03	4.153199999999999947e-02	2.827000000000000086e-03	1.013000000000000012e-02	2.333000000000000004e-03
4.000000000000000000e+00	1.600000000000000000e+01	5.000000000000000000e+03	8.765499999999999681e-02	1.391099999999999975e-02	5.224499999999999977e-02	5.425000000000000135e-03
4.000000000000000000e+00	1.600000000000000000e+01	1.000000000000000000e+04	1.427100000000000035e-01	2.893300000000000038e-02	1.046419999999999989e-01	9.221000000000000030e-03
4.000000000000000000e+00	1.600000000000000000e+01	2.000000000000000000e+04	2.494979999999999976e-01	5.475200000000000206e-02	2.079620000000000080e-01	1.697299999999999850e-02
4.000000000000000000e+00	3.200000000000000000e+01	1.000000000000000000e+02	3.843499999999999694e-02	6.269999999999999532e-04	4.433999999999999574e-03	2.021999999999999926e-03
4.000000000000000000e+00	3.200000000000000000e+01	1.000000000000000000e+03	7.972700000000000620e-02	8.035000000000000475e-03	4.616900000000000170e-02	5.459000000000000311e-03
4.000000000000000000e+00	3.200000000000000000e+01	5.000000000000000000e+03	2.596350000000000047e-01	4.011800000000000088e-02	2.664679999999999827e-01	2.738499999999999962e-02
4.000000000000000000e+00	3.200000000000000000e+01	1.000000000000000000e+04	5.366379999999999484e-01	8.249199999999999589e-02	5.266999999999999460e-01	5.382300000000000278e-02
4.000000000000000000e+00	3.200000000000000000e+01	2.000000000000000000e+04	1.078549999999999898e+00	1.640919999999999879e-01	1.057609999999999939e+00	1.072140000000000037e-01
4.000000000000000000e+00	6.400000000000000000e+01	1.000000000000000000e+02	5.043600000000000166e-02	3.099999999999999891e-03	1.581499999999999920e-02	3.701999999999999996e-03
4.000000000000000000e+00	6.400000000000000000e+01	1.000000000000000000e+03	1.969549999999999912e-01	3.094299999999999828e-02	1.750309999999999921e-01	3.106899999999999940e-02
4.000000000000000000e+00	6.400000000000000000e+01	5.000000000000000000e+03	8.951949999999999630e-01	1.497070000000000067e-01	8.820249999999999480e-01	1.540279999999999982e-01
4.000000000000000000e+00	6.400000000000000000e+01	1.000000000000000000e+04	1.764180000000000081e+00	2.987960000000000060e-01	1.745770000000000044e+00	2.988219999999999765e-01
4.000000000000000000e+00	6.400000000000000000e+01	2.000000000000000000e+04	3.509160000000000057e+00	5.995810000000000306e-01	3.470190000000000108e+00	5.983610000000000317e-01
4.000000000000000000e+00	1.280000000000000000e+02	1.000000000000000000e+02	1.146380000000000038e-01	9.171000000000000332e-03	8.154799999999999549e-02	2.102300000000000002e-02
