1.000000000000000000e+00	1.600000000000000000e+01	1.000000000000000000e+02	3.290000022388994694e-04	3.520000027492642403e-04
1.000000000000000000e+00	1.600000000000000000e+01	1.000000000000000000e+03	2.943000057712197304e-03	2.950999885797500610e-03
1.000000000000000000e+00	1.600000000000000000e+01	5.000000000000000000e+03	1.562200020998716354e-02	1.598899997770786285e-02
1.000000000000000000e+00	3.200000000000000000e+01	1.000000000000000000e+02	1.441000029444694519e-03	1.533000031486153603e-03
1.000000000000000000e+00	3.200000000000000000e+01	1.000000000000000000e+03	1.593500003218650818e-02	1.711799949407577515e-02
1.000000000000000000e+00	3.200000000000000000e+01	5.000000000000000000e+03	8.143900334835052490e-02	8.793500065803527832e-02
1.000000000000000000e+00	6.400000000000000000e+01	1.000000000000000000e+02	1.010700035840272903e-02	1.073000021278858185e-02
1.000000000000000000e+00	6.400000000000000000e+01	1.000000000000000000e+03	1.018560007214546065e-01	1.083230003714561046e-01
1.000000000000000000e+00	6.400000000000000000e+01	5.000000000000000000e+03	5.186809897422790527e-01	5.501809716224670410e-01
1.000000000000000000e+00	1.280000000000000000e+02	1.000000000000000000e+02	7.381799817085266113e-02	7.613500207662582397e-02
1.000000000000000000e+00	1.280000000000000000e+02	1.000000000000000000e+03	7.412539720535278320e-01	7.682229876518249512e-01
1.000000000000000000e+00	1.280000000000000000e+02	5.000000000000000000e+03	3.703855037689208984e+00	3.831630945205688032e+00
2.000000000000000000e+00	1.600000000000000000e+01	1.000000000000000000e+02	2.749999985098838806e-04	7.510000141337513924e-04
2.000000000000000000e+00	1.600000000000000000e+01	1.000000000000000000e+03	2.976000076159834862e-03	2.325000008568167686e-03
2.000000000000000000e+00	1.600000000000000000e+01	5.000000000000000000e+03	1.589200086891651154e-02	9.788000024855136871e-03
2.000000000000000000e+00	3.200000000000000000e+01	1.000000000000000000e+02	1.123000052757561207e-03	1.680999994277954102e-03
2.000000000000000000e+00	3.200000000000000000e+01	1.000000000000000000e+03	1.178800035268068314e-02	1.021299976855516434e-02
2.000000000000000000e+00	3.200000000000000000e+01	5.000000000000000000e+03	6.103299930691719055e-02	4.983200132846832275e-02
2.000000000000000000e+00	6.400000000000000000e+01	1.000000000000000000e+02	5.807000212371349335e-03	6.242999807000160217e-03
2.000000000000000000e+00	6.400000000000000000e+01	1.000000000000000000e+03	5.829999968409538269e-02	5.893300101161003113e-02
2.000000000000000000e+00	6.400000000000000000e+01	5.000000000000000000e+03	2.962490022182465155e-01	2.948020100593566895e-01
2.000000000000000000e+00	1.280000000000000000e+02	1.000000000000000000e+02	3.947899863123893738e-02	4.036600142717361450e-02
2.000000000000000000e+00	1.280000000000000000e+02	1.000000000000000000e+03	3.959679901599884033e-01	3.986470103263854980e-01
2.000000000000000000e+00	1.280000000000000000e+02	5.000000000000000000e+03	2.081907033920288086e+00	2.015408992767333984e+00
4.000000000000000000e+00	1.600000000000000000e+01	1.000000000000000000e+02	2.739999908953905106e-04	1.302000018768012524e-03
4.000000000000000000e+00	1.600000000000000000e+01	1.000000000000000000e+03	2.932999981567263603e-03	2.607000060379505157e-03
4.000000000000000000e+00	1.600000000000000000e+01	5.000000000000000000e+03	1.565900072455406189e-02	7.203999906778335571e-03
4.000000000000000000e+00	3.200000000000000000e+01	1.000000000000000000e+02	8.800000068731606007e-04	2.129999920725822449e-03
4.000000000000000000e+00	3.200000000000000000e+01	1.000000000000000000e+03	8.789000101387500763e-03	6.730999797582626343e-03
4.000000000000000000e+00	3.200000000000000000e+01	5.000000000000000000e+03	4.671800136566162109e-02	3.002499975264072418e-02
4.000000000000000000e+00	6.400000000000000000e+01	1.000000000000000000e+02	3.500000108033418655e-03	4.133000038564205170e-03
4.000000000000000000e+00	6.400000000000000000e+01	1.000000000000000000e+03	3.462800011038780212e-02	3.407999873161315918e-02
4.000000000000000000e+00	6.400000000000000000e+01	5.000000000000000000e+03	1.752849966287612915e-01	1.764609962701796930e-01
4.000000000000000000e+00	1.280000000000000000e+02	1.000000000000000000e+02	2.255499921739101410e-02	2.219600044190883636e-02
4.000000000000000000e+00	1.280000000000000000e+02	1.000000000000000000e+03	2.286469936370849887e-01	2.221589982509613037e-01
4.000000000000000000e+00	1.280000000000000000e+02	5.000000000000000000e+03	1.216001033782958984e+00	1.155043005943297896e+00
8.000000000000000000e+00	1.600000000000000000e+01	1.000000000000000000e+02	2.770000137388706207e-04	3.068000078201293945e-03
8.000000000000000000e+00	1.600000000000000000e+01	1.000000000000000000e+03	2.950999885797500610e-03	4.284999798983335495e-03
8.000000000000000000e+00	1.600000000000000000e+01	5.000000000000000000e+03	1.605499908328056335e-02	8.054999634623527527e-03
8.000000000000000000e+00	3.200000000000000000e+01	1.000000000000000000e+02	8.740000193938612938e-04	4.401000216603279114e-03
