8.000000000000000000e+00	3.200000000000000000e+01	1.000000000000000000e+03	9.131999686360359192e-03	7.267000153660774231e-03
8.000000000000000000e+00	3.200000000000000000e+01	5.000000000000000000e+03	4.616700112819671631e-02	2.614999935030937195e-02
8.000000000000000000e+00	6.400000000000000000e+01	1.000000000000000000e+02	2.509000012651085854e-03	3.986999858170747757e-03
8.000000000000000000e+00	6.400000000000000000e+01	1.000000000000000000e+03	2.412699908018112183e-02	2.251500077545642853e-02
8.000000000000000000e+00	6.400000000000000000e+01	5.000000000000000000e+03	1.238700002431870062e-01	1.066259965300559998e-01
8.000000000000000000e+00	1.280000000000000000e+02	1.000000000000000000e+02	1.662899926304817200e-02	1.537000015377998352e-02
8.000000000000000000e+00	1.280000000000000000e+02	1.000000000000000000e+03	1.479700058698653897e-01	1.263349950313568115e-01
8.000000000000000000e+00	1.280000000000000000e+02	5.000000000000000000e+03	7.770410180091857910e-01	6.312800049781799316e-01
1.600000000000000000e+01	1.600000000000000000e+01	1.000000000000000000e+02	2.770000137388706207e-04	7.166000083088874817e-03
1.600000000000000000e+01	1.600000000000000000e+01	1.000000000000000000e+03	2.961999969556927681e-03	8.407000452280044556e-03
1.600000000000000000e+01	1.600000000000000000e+01	5.000000000000000000e+03	1.598099991679191589e-02	1.211499981582164764e-02
1.600000000000000000e+01	3.200000000000000000e+01	1.000000000000000000e+02	8.740000193938612938e-04	7.757999934256076813e-03
1.600000000000000000e+01	3.200000000000000000e+01	1.000000000000000000e+03	8.762000128626823425e-03	1.194799970835447311e-02
1.600000000000000000e+01	3.200000000000000000e+01	5.000000000000000000e+03	4.592299833893775940e-02	2.903500013053417206e-02
1.600000000000000000e+01	6.400000000000000000e+01	1.000000000000000000e+02	2.801999915391206741e-03	5.487999878823757172e-03
1.600000000000000000e+01	6.400000000000000000e+01	1.000000000000000000e+03	2.614100091159343719e-02	2.185400016605854034e-02
1.600000000000000000e+01	6.400000000000000000e+01	5.000000000000000000e+03	1.302179992198944092e-01	1.011099964380264005e-01
1.600000000000000000e+01	1.280000000000000000e+02	1.000000000000000000e+02	1.307999994605779648e-02	1.558400038629770279e-02
1.600000000000000000e+01	1.280000000000000000e+02	1.000000000000000000e+03	1.304789930582047064e-01	1.217250004410743991e-01
1.600000000000000000e+01	1.280000000000000000e+02	5.000000000000000000e+03	6.625750064849853516e-01	5.207359790802001953e-01
3.200000000000000000e+01	1.600000000000000000e+01	1.000000000000000000e+02	2.789999998640269041e-04	1.098699960857629776e-02
3.200000000000000000e+01	1.600000000000000000e+01	1.000000000000000000e+03	2.950999885797500610e-03	1.260900031775236130e-02
3.200000000000000000e+01	1.600000000000000000e+01	5.000000000000000000e+03	1.567599922418594360e-02	1.515400037169456482e-02
3.200000000000000000e+01	3.200000000000000000e+01	1.000000000000000000e+02	8.880000095814466476e-04	1.004599966108798981e-02
3.200000000000000000e+01	3.200000000000000000e+01	1.000000000000000000e+03	8.898000232875347137e-03	1.444299984723329544e-02
3.200000000000000000e+01	3.200000000000000000e+01	5.000000000000000000e+03	4.598199948668479919e-02	3.292100131511688232e-02
3.200000000000000000e+01	6.400000000000000000e+01	1.000000000000000000e+02	2.840999979525804520e-03	5.355999805033206940e-03
3.200000000000000000e+01	6.400000000000000000e+01	1.000000000000000000e+03	2.601500041782855988e-02	2.100300043821334839e-02
3.200000000000000000e+01	6.400000000000000000e+01	5.000000000000000000e+03	1.278990060091018954e-01	8.390600234270095825e-02
3.200000000000000000e+01	1.280000000000000000e+02	1.000000000000000000e+02	1.130099967122077942e-02	1.332200039178133011e-02
3.200000000000000000e+01	1.280000000000000000e+02	1.000000000000000000e+03	1.132190003991127014e-01	9.361899644136428833e-02
3.200000000000000000e+01	1.280000000000000000e+02	5.000000000000000000e+03	5.734390020370483398e-01	4.451000094413756769e-01
