6.400000000000000000e+01	1.000000000000000000e+03	1.000000000000000000e+00	8.000000000000000000e+00	3.593519999999999825e+00	2.731910000000000061e+00	2.557180000000000009e-01	2.476520000000000110e-01	6.909999999999999910e-04
6.400000000000000000e+01	1.000000000000000000e+03	1.000000000000000000e+00	1.600000000000000000e+01	2.679769999999999985e+00	8.620919999999999694e-01	5.124090000000000034e-01	4.597180000000000155e-01	1.325000000000000006e-03
6.400000000000000000e+01	1.000000000000000000e+03	1.000000000000000000e+00	3.200000000000000000e+01	4.118890000000000384e+00	7.431940000000000213e-01	1.012469999999999981e+00	9.349140000000000228e-01	9.449999999999999850e-04
6.400000000000000000e+01	1.000000000000000000e+03	1.000000000000000000e+00	6.400000000000000000e+01	7.291260000000000296e+00	7.439379999999999882e-01	1.936660000000000048e+00	1.807819999999999983e+00	1.232000000000000022e-03
6.400000000000000000e+01	1.000000000000000000e+03	1.000000000000000000e+00	1.280000000000000000e+02	1.430010000000000048e+01	7.524980000000000002e-01	3.988640000000000185e+00	3.986029999999999962e+00	1.270999999999999994e-03
6.400000000000000000e+01	1.000000000000000000e+03	1.000000000000000000e+00	2.560000000000000000e+02	2.939750000000000085e+01	8.187140000000000528e-01	8.277160000000000295e+00	9.268860000000000099e+00	1.618999999999999996e-03
6.400000000000000000e+01	1.000000000000000000e+03	2.000000000000000000e+00	8.000000000000000000e+00	1.672500000000000098e+00	2.108569999999999833e+00	2.636769999999999947e-01	2.408059999999999923e-01	1.006800000000000056e-02
6.400000000000000000e+01	1.000000000000000000e+03	2.000000000000000000e+00	1.600000000000000000e+01	2.215320000000000178e+00	2.156719999999999970e+00	5.245199999999999863e-01	4.758809999999999985e-01	1.837000000000000091e-03
6.400000000000000000e+01	1.000000000000000000e+03	2.000000000000000000e+00	3.200000000000000000e+01	3.232829999999999870e+00	2.129939999999999944e+00	1.020659999999999901e+00	9.279039999999999511e-01	2.077999999999999986e-03
6.400000000000000000e+01	1.000000000000000000e+03	2.000000000000000000e+00	6.400000000000000000e+01	5.318170000000000286e+00	2.085960000000000036e+00	2.061679999999999957e+00	1.895729999999999915e+00	2.471000000000000106e-03
6.400000000000000000e+01	1.000000000000000000e+03	2.000000000000000000e+00	1.280000000000000000e+02	9.832100000000000506e+00	2.144449999999999967e+00	4.157630000000000159e+00	3.798140000000000072e+00	3.076999999999999874e-03
6.400000000000000000e+01	1.000000000000000000e+03	2.000000000000000000e+00	2.560000000000000000e+02	2.036929999999999907e+01	2.366950000000000109e+00	8.730439999999999756e+00	8.859999999999999432e+00	3.311000000000000141e-03
6.400000000000000000e+01	1.000000000000000000e+03	4.000000000000000000e+00	8.000000000000000000e+00	1.835590000000000055e+00	4.710399999999999920e+00	4.600020000000000220e-01	2.250969999999999915e-01	8.552000000000000574e-03
6.400000000000000000e+01	1.000000000000000000e+03	4.000000000000000000e+00	1.600000000000000000e+01	2.186380000000000212e+00	4.563080000000000247e+00	9.233850000000000113e-01	5.813730000000000286e-01	9.938000000000000653e-03
6.400000000000000000e+01	1.000000000000000000e+03	4.000000000000000000e+00	3.200000000000000000e+01	3.230649999999999800e+00	4.806449999999999889e+00	1.647969999999999935e+00	1.237349999999999950e+00	1.209700000000000011e-02
6.400000000000000000e+01	1.000000000000000000e+03	4.000000000000000000e+00	6.400000000000000000e+01	5.327250000000000263e+00	4.915049999999999919e+00	3.560500000000000220e+00	2.490699999999999914e+00	1.323700000000000050e-02
6.400000000000000000e+01	1.000000000000000000e+03	4.000000000000000000e+00	1.280000000000000000e+02	8.655979999999999563e+00	4.311939999999999884e+00	7.729709999999999859e+00	5.051610000000000156e+00	1.625700000000000062e-02
6.400000000000000000e+01	1.000000000000000000e+03	4.000000000000000000e+00	2.560000000000000000e+02	1.691000000000000014e+01	4.701999999999999957e+00	1.742999999999999972e+01	1.063620000000000054e+01	2.022300000000000139e-02
6.400000000000000000e+01	1.000000000000000000e+03	8.000000000000000000e+00	8.000000000000000000e+00	1.727419999999999956e+00	8.830750000000000099e+00	1.403759999999999897e+00	3.738040000000000251e-01	2.949500000000000038e-02
6.400000000000000000e+01	1.000000000000000000e+03	8.000000000000000000e+00	1.600000000000000000e+01	2.192820000000000213e+00	8.920769999999999200e+00	2.299189999999999845e+00	9.235259999999999581e-01	3.938400000000000234e-02
6.400000000000000000e+01	1.000000000000000000e+03	8.000000000000000000e+00	3.200000000000000000e+01	3.064150000000000151e+00	8.795239999999999725e+00	4.875939999999999941e+00	1.605709999999999971e+00	3.878199999999999703e-02
6.400000000000000000e+01	1.000000000000000000e+03	8.000000000000000000e+00	6.400000000000000000e+01	5.164130000000000109e+00	8.997159999999999158e+00	5.229899999999999771e+00	2.579140000000000210e+00	5.129700000000000232e-02
6.400000000000000000e+01	1.000000000000000000e+03	8.000000000000000000e+00	1.280000000000000000e+02	8.934939999999999216e+00	8.863170000000000215e+00	1.630709999999999837e+01	5.628280000000000172e+00	4.343600000000000239e-02
6.400000000000000000e+01	1.000000000000000000e+03	8.000000000000000000e+00	2.560000000000000000e+02	1.828160000000000096e+01	1.683810000000000073e+01	4.451890000000000214e+01	1.404959999999999987e+01	3.984499999999999847e-02
